event-id,visible,timestamp,location-long,location-lat,gps:activity-count,external-temperature,gps:hdop,gps:satellite-count,gps:vdop,ground-speed,heading,height-above-msl,import-marked-outlier,location-error-text,tag-voltage,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
38319991029,true,2025-02-27 08:00:52.000,-8.78867,38.40061,,20.64,0.9,10,0.7,0.0,137.0,15.0,false,"<=5m",3909.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38319991030,true,2025-02-27 10:00:33.000,-8.78915,38.4007,,26.78,0.9,9,0.8,0.0,22.0,3.0,false,"<=5m",3931.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38346856840,true,2025-02-27 12:00:29.000,-8.78958,38.40073,,24.46,1.2,7,0.8,0.0,24.0,33.0,false,"<=5m",3913.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38346856841,true,2025-02-27 16:00:32.000,-8.78838,38.40075,,23.67,1.0,7,0.8,0.0,355.0,6.0,false,"<=5m",3954.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38346856842,true,2025-02-27 20:00:38.000,-8.79335,38.42419,,20.19,0.8,9,0.7,0.0,200.0,62.0,false,"<=5m",3951.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38346856843,true,2025-02-27 22:01:01.000,-8.79446,38.42513,,21.4,0.8,11,0.8,0.0,327.0,9.0,false,"<=5m",3950.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38346856844,true,2025-02-28 00:00:29.000,-8.79481,38.42553,,20.0,1.0,7,0.8,0.0,183.0,6.0,false,"<=5m",3944.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38357806688,true,2025-02-28 04:00:53.000,-8.79345,38.42394,,18.57,1.3,8,0.8,0.0,201.0,3.0,false,"<=5m",3921.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38357806689,true,2025-02-28 08:00:53.000,-8.7884,38.39922,,16.61,0.8,11,0.8,0.0,40.0,9.0,false,"<=5m",3907.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38357806690,true,2025-02-28 10:00:53.000,-8.78903,38.4005,,17.13,0.7,15,0.7,0.0,88.0,8.0,false,"<=5m",3895.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38357806691,true,2025-02-28 16:00:52.000,-8.78924,38.40079,,18.47,0.9,9,0.8,0.0,130.0,24.0,false,"<=5m",3939.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38357806692,true,2025-02-28 20:00:30.000,-8.79368,38.42437,,24.0,1.4,7,0.8,0.0,141.0,38.0,false,"<=5m",3931.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38370337898,true,2025-02-28 22:00:33.000,-8.79479,38.4254,,19.34,1.0,8,0.8,0.0,0.0,22.0,false,"<=5m",3886.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38370337899,true,2025-03-01 04:00:38.000,-8.79355,38.42481,,20.52,1.8,4,0.9,0.0,43.0,40.0,false,"<=10m",3877.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38370337900,true,2025-03-01 10:00:52.000,-8.78951,38.40104,,24.8,0.8,15,0.7,0.0,283.0,9.0,false,"<=5m",3876.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38370337901,true,2025-03-01 12:00:53.000,-8.79014,38.40239,,32.46,0.6,15,0.6,0.0,200.0,23.0,false,"<=5m",3922.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38370337902,true,2025-03-01 16:00:53.000,-8.79437,38.39067,,28.57,0.9,8,0.8,0.0,292.0,26.0,false,"<=5m",4045.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38377236463,true,2025-03-01 20:00:38.000,-8.79237,38.42423,,17.77,1.2,6,0.8,0.5277777777777778,96.0,42.0,false,"<=5m",4038.9999999999995,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38377236464,true,2025-03-01 22:00:52.000,-8.79384,38.42452,,17.78,0.8,12,0.8,0.0,278.0,2.0,false,"<=5m",4030.9999999999995,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38377236465,true,2025-03-02 00:00:28.000,-8.79338,38.42416,,17.56,1.0,8,0.8,0.0,320.0,53.0,false,"<=5m",4025.0000000000005,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38377236466,true,2025-03-02 04:00:53.000,-8.79249,38.42522,,17.85,1.0,10,0.8,0.0,319.0,15.0,false,"<=5m",4022.0000000000005,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38377236467,true,2025-03-02 08:00:52.000,-8.79477,38.39055,,16.42,0.7,14,0.7,0.0,174.0,4.0,false,"<=5m",4010.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38384187673,true,2025-03-02 10:00:52.000,-8.79611,38.39259,,21.82,0.7,14,0.7,0.0,78.0,19.0,false,"<=5m",4002.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38384187674,true,2025-03-02 12:00:29.000,-8.79542,38.39113,,26.25,1.0,7,0.8,0.0,71.0,14.0,false,"<=5m",4003.9999999999995,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38384187675,true,2025-03-02 16:00:30.000,-8.79049,38.40242,,18.79,1.1,5,0.9,0.0,314.0,1.0,false,"<=5m",4021.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38384187676,true,2025-03-02 20:00:42.000,-8.7922,38.4261,,19.81,0.7,12,0.7,0.0,27.0,795.0,false,"<=5m",4042.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38384187677,true,2025-03-02 22:00:57.000,-8.79273,38.42516,,19.28,0.9,12,0.8,0.0,293.0,2.0,false,"<=5m",4034.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38401986378,true,2025-03-03 00:00:32.000,-8.79265,38.42513,,19.92,1.0,7,0.9,0.0,354.0,37.0,false,"<=5m",3983.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38401986379,true,2025-03-03 04:00:43.000,-8.79203,38.4256,,20.48,0.9,10,0.8,0.0,320.0,8.0,false,"<=5m",3980.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38401986380,true,2025-03-03 08:00:30.000,-8.79565,38.39272,,23.75,1.1,6,0.8,0.0,53.0,13.0,false,"<=5m",3975.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38401986381,true,2025-03-03 10:00:32.000,-8.7955,38.39285,,28.5,1.4,5,0.9,0.0,252.0,17.0,false,"<=5m",3981.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38401986382,true,2025-03-03 12:00:30.000,-8.79567,38.39296,,31.54,0.9,8,0.8,0.0,225.0,9.0,false,"<=5m",3999.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38401986383,true,2025-03-03 16:00:52.000,-8.79591,38.39284,,32.82,0.8,10,0.8,0.0,271.0,14.0,false,"<=5m",4051.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38401986384,true,2025-03-03 20:00:32.000,-8.79143,38.42377,,17.39,0.8,9,0.7,13.333333333333332,315.0,44.0,false,"<=5m",4073.0000000000005,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38401986385,true,2025-03-03 22:00:33.000,-8.79276,38.42517,,19.33,1.2,7,0.8,0.0,278.0,7.0,false,"<=5m",4070.0000000000005,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38401986386,true,2025-03-04 00:00:46.000,-8.79283,38.4257,,20.1,0.9,15,0.8,0.0,10.0,9.0,false,"<=5m",4066.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38401986387,true,2025-03-04 04:00:52.000,-8.7924,38.42531,,19.62,1.0,10,0.8,0.0,334.0,28.0,false,"<=5m",4059.9999999999995,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38420457224,true,2025-03-04 08:00:52.000,-8.79597,38.39259,,17.96,0.7,12,0.7,0.0,108.0,11.0,false,"<=5m",4021.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38420457225,true,2025-03-04 10:00:32.000,-8.7959,38.39265,,23.0,1.4,5,0.9,0.0,103.0,13.0,false,"<=5m",4013.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38420457226,true,2025-03-04 12:00:28.000,-8.79571,38.393,,23.21,0.9,8,0.8,0.0,38.0,6.0,false,"<=5m",4018.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38420457227,true,2025-03-04 16:00:54.000,-8.79582,38.39297,,22.11,0.8,11,0.8,0.0,21.0,4.0,false,"<=5m",4040.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38420457228,true,2025-03-04 20:00:53.000,-8.79264,38.42512,,21.04,0.7,15,0.7,0.0,206.0,10.0,false,"<=5m",4030.0000000000005,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38420457229,true,2025-03-04 22:00:52.000,-8.79273,38.4251,,21.42,0.8,11,0.8,0.0,97.0,34.0,false,"<=5m",4014.9999999999995,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38420457230,true,2025-03-05 00:00:29.000,-8.7926,38.42517,,21.73,1.0,6,0.9,0.0,30.0,22.0,false,"<=5m",4008.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38420457231,true,2025-03-05 04:00:34.000,-8.79303,38.42461,,17.67,1.1,6,0.9,0.0,303.0,84.0,false,"<=5m",4002.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38420457232,true,2025-03-05 08:00:31.000,-8.79574,38.39061,,21.82,1.1,6,0.8,0.0,97.0,8.0,false,"<=5m",3996.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38420457233,true,2025-03-05 10:01:07.000,-8.79147,38.40564,,24.17,0.7,12,0.7,0.0,228.0,3.0,false,"<=5m",3995.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38441847633,true,2025-03-05 12:00:28.000,-8.79132,38.40536,,29.08,0.8,10,0.7,0.0,180.0,24.0,false,"<=5m",3975.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38441847634,true,2025-03-05 16:00:45.000,-8.79346,38.3901,,29.6,0.8,10,0.8,0.0,42.0,119.0,false,"<=5m",4038.9999999999995,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38441847635,true,2025-03-05 20:00:37.000,-8.79235,38.42538,,23.42,0.9,7,0.8,0.0,60.0,51.0,false,"<=5m",4033.0000000000005,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38441847636,true,2025-03-05 22:01:01.000,-8.79248,38.42518,,21.72,1.0,10,0.7,0.0,251.0,27.0,false,"<=5m",4027.9999999999995,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38441847637,true,2025-03-06 00:00:28.000,-8.79273,38.42519,,25.25,1.8,5,0.8,0.0,123.0,1.0,false,"<=10m",4019.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38441847638,true,2025-03-06 04:00:52.000,-8.79181,38.42485,,22.88,0.8,13,0.7,0.0,317.0,16.0,false,"<=5m",4010.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38441847639,true,2025-03-06 08:00:48.000,-8.79187,38.38989,,20.7,0.7,13,0.6,0.0,191.0,32.0,false,"<=5m",4001.0000000000005,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38441847640,true,2025-03-06 10:00:48.000,-8.79534,38.39044,,27.94,0.7,14,0.7,0.0,83.0,5.0,false,"<=5m",4022.0000000000005,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38441847641,true,2025-03-06 12:00:29.000,-8.79573,38.40569,,20.32,0.8,10,0.7,0.0,17.0,24.0,false,"<=5m",4070.0000000000005,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38441847642,true,2025-03-06 16:01:33.000,-8.7952,38.40653,,27.4,0.7,11,0.7,9.75,293.0,40.0,false,"<=5m",4101.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38494798000,true,2025-03-06 20:00:39.000,-8.03805,40.29981,,3.89,0.9,8,0.8,25.999999999999996,46.0,1970.0,false,"<=5m",4075.9999999999995,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38494798001,true,2025-03-06 22:00:35.000,-6.27715,41.47863,,3.81,0.9,8,0.7,30.583333333333332,59.0,2069.0,false,"<=5m",4072.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38494798002,true,2025-03-07 00:01:01.000,-5.03259,42.6306,,7.9,0.9,11,1.2,27.97222222222222,5.0,1135.0,false,"<=5m",4069.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38494798003,true,2025-03-07 04:00:54.000,-2.10777,45.36388,,7.93,0.8,14,1.1,30.999999999999996,33.0,1400.0,false,"<=5m",4061.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38494798004,true,2025-03-07 08:00:40.000,-1.18297,46.29661,,18.21,1.1,4,0.9,0.0,106.0,28.0,false,"<=5m",4054.9999999999995,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38494798005,true,2025-03-07 10:00:53.000,-1.18743,46.29791,,20.79,0.6,15,0.7,0.0,191.0,3.0,false,"<=5m",4051.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38494798006,true,2025-03-07 12:00:28.000,-1.19344,46.29432,,23.32,1.0,9,0.8,0.0,177.0,32.0,false,"<=5m",4057.0000000000005,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38494798007,true,2025-03-07 16:00:31.000,-1.15736,46.26418,,23.75,1.0,7,0.7,0.0,182.0,36.0,false,"<=5m",4108.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38494798008,true,2025-03-07 18:00:38.000,-1.13065,46.26275,,22.53,1.3,6,0.8,0.0,316.0,71.0,false,"<=5m",4114.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38494798009,true,2025-03-07 20:00:39.000,-1.08795,46.25714,,23.02,0.8,10,0.7,0.0,302.0,45.0,false,"<=5m",4110.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38494798010,true,2025-03-07 22:00:32.000,-1.08793,46.2567,,20.8,0.8,15,0.7,0.0,319.0,38.0,false,"<=5m",4099.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38494798011,true,2025-03-08 00:00:28.000,-1.08859,46.25692,,18.32,1.2,7,0.9,0.0,259.0,26.0,false,"<=5m",4096.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38494798012,true,2025-03-08 04:00:30.000,-1.08779,46.25703,,21.75,1.1,15,0.8,0.0,204.0,48.0,false,"<=5m",4091.9999999999995,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38494798013,true,2025-03-08 08:00:33.000,-1.07765,46.26338,,24.6,0.9,8,0.7,0.0,172.0,25.0,false,"<=5m",4086.0000000000005,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38494798014,true,2025-03-08 10:00:53.000,-1.14334,46.27772,,21.6,0.8,13,0.7,0.0,99.0,2.0,false,"<=5m",4101.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38521787348,true,2025-03-08 12:00:38.000,-1.13036,46.26343,,23.07,2.2,4,0.9,0.0,15.0,28.0,false,"<=10m",4093.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38521787349,true,2025-03-08 16:00:54.000,-1.15978,46.2635,,15.77,0.8,8,0.9,0.0,358.0,2.0,false,"<=5m",4125.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38521787350,true,2025-03-08 18:00:53.000,-1.07817,46.2633,,26.68,0.7,11,0.8,0.0,299.0,4.0,false,"<=5m",4114.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38521787351,true,2025-03-08 20:00:30.000,-1.07874,46.26382,,22.82,0.8,8,0.7,0.0,247.0,7.0,false,"<=5m",4108.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38521787352,true,2025-03-08 22:00:39.000,-1.07832,46.26281,,23.64,1.0,7,0.7,0.0,25.0,4.0,false,"<=5m",4105.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38521787353,true,2025-03-09 00:00:52.000,-1.07871,46.26901,,21.47,0.7,14,0.8,0.0,199.0,2.0,false,"<=5m",4094.9999999999995,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38521787354,true,2025-03-09 04:00:50.000,-1.07904,46.26897,,25.13,0.7,15,0.6,0.0,91.0,3.0,false,"<=5m",4086.0000000000005,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38521787355,true,2025-03-09 08:00:44.000,-1.13074,46.26292,,19.26,0.6,15,0.6,0.0,351.0,72.0,false,"<=5m",4083.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38521787356,true,2025-03-09 10:00:32.000,-1.13265,46.26232,,17.78,1.1,8,0.8,0.0,350.0,40.0,false,"<=5m",4078.0000000000005,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38521787357,true,2025-03-09 12:00:28.000,-1.13077,46.2632,,18.92,1.0,9,0.8,0.0,314.0,10.0,false,"<=5m",4086.9999999999995,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38521787358,true,2025-03-09 16:00:54.000,-1.13713,46.26369,,23.43,0.7,12,0.7,0.0,14.0,5.0,false,"<=5m",4094.9999999999995,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38521787359,true,2025-03-09 20:00:53.000,-1.07853,46.26384,,19.74,0.6,14,0.6,0.0,338.0,7.0,false,"<=5m",4089.0000000000005,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38521787360,true,2025-03-09 22:00:33.000,-1.07892,46.26932,,26.19,1.2,6,0.9,0.0,222.0,7.0,false,"<=5m",4080.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38521787361,true,2025-03-10 00:00:34.000,-1.07898,46.26952,,19.59,1.1,6,0.9,0.0,328.0,15.0,false,"<=5m",4080.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38521787362,true,2025-03-10 04:00:38.000,-1.07786,46.26059,,19.49,1.2,5,0.9,0.0,38.0,29.0,false,"<=5m",4072.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38521787363,true,2025-03-10 08:00:39.000,-1.07831,46.26411,,21.42,1.1,7,0.8,0.0,200.0,30.0,false,"<=5m",3963.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38524484099,true,2025-03-10 10:00:52.000,-1.07833,46.26394,,30.49,0.7,13,0.8,0.0,173.0,0.0,false,"<=5m",3965.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38524484100,true,2025-03-10 12:00:29.000,-1.07821,46.26367,,25.46,1.1,7,0.8,0.0,70.0,49.0,false,"<=5m",3968.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38524484101,true,2025-03-10 16:00:31.000,-1.07823,46.26387,,29.36,1.5,5,0.9,0.0,26.0,21.0,false,"<=5m",3977.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38524484102,true,2025-03-10 20:00:30.000,-1.07886,46.26913,,26.69,1.0,7,0.7,0.0,298.0,2.0,false,"<=5m",3974.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38524484103,true,2025-03-10 22:00:39.000,-1.07848,46.26886,,23.08,0.9,7,0.7,0.0,350.0,74.0,false,"<=5m",3963.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38524484104,true,2025-03-11 00:00:52.000,-1.07876,46.26899,,24.69,0.7,13,0.8,0.0,172.0,7.0,false,"<=5m",3959.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38524484105,true,2025-03-11 04:00:52.000,-1.0776,46.26037,,18.77,0.6,14,0.6,0.0,310.0,1.0,false,"<=5m",3954.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38524484106,true,2025-03-11 08:00:44.000,-1.07778,46.26281,,19.28,0.7,13,0.7,0.0,350.0,45.0,false,"<=5m",3953.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
38524484107,true,2025-03-11 10:00:43.000,-1.07838,46.26329,,31.4,0.9,12,0.8,0.0,0.0,29.0,false,"<=5m",3954.0,"gps","Limosa limosa","036408955","Wolvetinte","Teampiersma HQXS 2024"
